author_date_unix_timestamp;fix;contains_bug;ns;nd;nf;entrophy;la;ld;lt;ndev;age;nuc;exp;rexp;sexp;dataset;days_to_first_fix
1439547571;False;False;1;1;1;0;0;1;873;187;8.719571759;52;304;1.114684531;273;neutron;
1459779742;False;False;1;1;1;0;1;2;260;195;60.27618056;10;0;0;0;neutron;
1395166019;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1473421903;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1448502176;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1512760589;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1423089973;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1477481872;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1481240976;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1447855799;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1394675994;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1453231505;False;True;2;4;4;1.627768363;38;22;894;200;110.6864757;190;1407.5;1.003953843;1230;neutron;249.0573
1464095104;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1402643482;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1454658325;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1449195535;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1392223532;False;False;1;1;1;0;4;4;165;97;57.0696412;10;0;0;0;neutron;
1395160653;True;True;1;2;2;0.998747298;34;14;863;113;60.31527199;30;57.5;1.008419848;38;neutron;155.5929
1357589829;True;False;1;1;1;0;1;1;16;43;4.158900463;38;269;1.240448169;11;neutron;
1376052474;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1379611760;False;True;2;5;13;3.700439718;13;13;196.0769231;95;64.64214298;22;86;1.003502366;75;neutron;445.6313
1447778876;False;False;1;3;3;1.194173734;30;6;642;214;-73.18532407;153;8;0.9928793;9;neutron;
1394139806;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1340028045;False;True;1;3;4;1.270632303;672;1;15.5;29;0.589641204;2;103.5;0.711993326;102;neutron;7.617
1361547297;False;True;3;14;29;3.43903166;2230;157;234.4137931;58;10.56965677;468;170;1.011831303;1;neutron;-9.0781
1460229356;True;True;1;2;2;0.992774454;20;0;995.5;232;-30.7540162;99;1527.5;0.986163642;1432;neutron;95.6292
1422681693;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1507136041;True;False;1;1;1;0;2;1;804;110;8.09494213;4;40;1.123533928;3;neutron;
1433774538;False;False;1;1;1;0;89;1;117;178;7.197060185;112;80;1.138945621;3;neutron;
1492452962;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1432999112;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1483211010;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1489423838;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1363684417;True;True;1;2;2;0.578794625;54;4;305.5;60;5.741261574;8;16.5;1.130633309;16;neutron;37.1683
1445592720;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1339674144;True;False;1;1;1;0;2;3;51;26;6.409768519;4;22;1.156011874;22;neutron;
1348221004;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1368189637;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1437681173;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1452953368;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1454680973;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1394250644;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1429157403;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1408814664;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1405972283;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1399675583;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1347205765;True;True;2;5;6;1.093888099;163;110;258.5;39;4.471076389;142;127.5;1.088107699;109;neutron;8.4492
1467210254;True;False;1;1;1;0;1;1;931;228;89.42686343;70;58;1.011182322;33;neutron;
1358217412;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1446782408;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1509097191;False;False;1;1;1;0;0;1;8;123;93.67447917;6;0;0;0;neutron;
1379625531;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1452610307;False;True;3;3;3;0.868239099;114;2;215.6666667;200;-2.732874228;42;395;0.41907094;378;neutron;84.7202
1467398836;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1443795287;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1455020789;False;False;1;2;2;0.222284831;28;0;388;205;122.0271181;6;398.5;1.004281006;381;neutron;
1435706694;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1421420093;False;False;1;1;1;0;3;7;935;154;3.935868056;50;155;1.254073558;147;neutron;
1428515833;False;False;1;2;2;0.997022947;10;99;3726;176;13.97439815;108;1237.5;1.053669574;1126;neutron;
1362403264;True;True;1;5;9;2.567679448;158;55;431.8888889;59;8.308464506;185;210;1.024610598;198;neutron;23.3497
1429356704;True;False;1;2;2;0.67694187;27;1;3810.5;176;3.526875;119;352.5;1.212652844;221;neutron;
1467035364;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1369770429;False;True;1;5;9;1.997155477;185;108;290.7777778;84;-47.12508102;20;84;0.994056861;9;neutron;90.177
1501831072;False;False;1;2;14;3.531578159;49;62;10.28571429;114;215.9739559;16;269.5;1.001532292;19;neutron;
1457192190;False;False;1;1;2;1;2;2;23;199;19.81586806;2;1754.5;1.029362908;2;neutron;
1378720692;True;True;1;2;2;0.969430916;140;16;440.5;95;-10.16640046;12;553.5;0.926227577;14;neutron;200.4579
1369825238;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1403676763;False;True;1;14;21;3.709755238;129;86;958.3809524;139;-14.9075722;424;408;0.991235439;375;neutron;57.0268
1380128821;True;False;1;2;2;0.721928095;18;2;272.5;95;0.619704861;13;5.5;1.329847737;6;neutron;
1369792347;True;True;1;2;2;0.95494149;112;69;949;100;-190.1751968;54;3.5;0.996127042;2;neutron;1575.7615
1407713999;False;False;1;2;2;0.721928095;3;2;245.5;126;86.13974537;9;44.5;1.008706782;43;neutron;
1428873278;False;False;2;3;3;1.521928095;3;2;121.6666667;174;14.44251157;48;628;1.042313354;579;neutron;
1455133125;False;False;1;1;1;0;0;1;34;195;78.68310185;5;456;1.012709209;124;neutron;
1323792069;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1497947469;True;False;1;1;1;0;1;1;21;95;17.56380787;2;7;1.056935262;7;neutron;
1439477190;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1356329721;False;True;1;1;1;0;45;49;572;45;-3.302928241;42;238;0.697238351;230;neutron;31.0497
1420633428;False;False;1;2;2;0.650022422;6;6;1195.5;151;1.49193287;111;857.5;1.502703583;830;neutron;
1476360748;False;False;1;3;5;2.31345975;10;9;325;251;29.2435463;189;150;1.039763795;147;neutron;
1440794467;True;False;1;1;1;0;12;3;172;180;72.313125;14;364;1.013828748;326;neutron;
1423671267;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1477896763;False;False;1;1;1;0;12;3;1053;252;-8.397407407;104;9;0.880915627;9;neutron;
1465562676;False;True;1;2;2;0.88797632;22;14;303;225;84.16283565;44;2336.5;1.008911297;2148;neutron;52.9828
1422969943;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1361279723;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1352475239;True;False;1;1;1;0;1;0;7;30;134.0336111;14;12;1.007460815;0;neutron;
1479873158;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1425422179;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1510698018;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1361800254;True;True;1;9;10;2.67397656;34;19;961.8;58;43.99759375;365;159.5;1.006292271;154;neutron;91.7462
1469559399;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1378244980;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1469036807;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1497295446;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1501204552;False;False;1;1;2;1;2;2;3;107;21.72483796;49;53.5;1.088397099;37;neutron;
1505850107;True;False;1;4;4;1.280323146;56;4;46.5;123;14.57818576;140;604.5;1.02669218;582;neutron;
1481900870;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1481845356;False;False;1;1;1;0;3;1;4;1;0.029178241;4;134;35.27211424;3;neutron;
1467204176;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1501578129;False;False;1;1;1;0;9;4;54;86;22.84288194;6;67;1.043777313;0;neutron;
1512636999;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1384450622;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1362842847;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1490067445;True;False;1;2;2;0.945660305;33;0;45;77;106.1816319;18;45.5;1.044612069;46;neutron;
1442009953;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1416603364;False;True;1;2;2;0.718466388;26;90;130.5;148;86.27833912;18;87.5;1.005922724;82;neutron;17.4877
1425894946;True;False;1;1;1;0;1;1;983;166;26.87271991;83;0;0;0;neutron;
1453855105;False;True;1;2;2;0.975119065;12;15;727;201;27.40944444;143;179.5;1.027362831;178;neutron;261.9293
1503979500;False;False;1;2;3;1.061278124;7;9;16.33333333;122;136.4007446;54;26;1.01085311;27;neutron;
1457666407;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1448674367;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1465944311;False;True;2;13;22;3.761046216;422;238;257.1818182;233;65.26708386;303;19.5;0.958284834;25;neutron;105.4998
1425531103;False;False;1;1;1;0;1;1;35;154;8.524837963;82;1429;1.117304282;50;neutron;
1442907740;False;False;1;12;17;3.409880221;33123;209;647.7058824;113;288.5102744;2223;1719;1.014927408;1644;neutron;
1421381761;False;True;1;7;18;3.374266699;493;290;326.5555556;164;3.80611304;318;13.5;1.003874164;22;neutron;978.6618
1366762267;True;True;1;2;2;0.999570839;34;7;348;61;18.04336806;11;727.5;1.041566519;602;neutron;124.9937
1498377206;False;False;2;8;9;2.730738505;17;56;24.33333333;98;74.22756044;43;516;1.003657073;3;neutron;
1464629125;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1347068084;True;True;1;2;5;1.945128019;145;41;167.6;39;11.43987037;12;81;1.02647616;75;neutron;11.0773
1430264589;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1497893058;False;False;1;1;1;0;2;1;471;95;310.9712037;10;258;1.003215732;253;neutron;
1431636228;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1407285624;True;False;1;1;1;0;9;3;125;117;14.32658565;7;35;1.069800302;34;neutron;
1489545980;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1403619758;False;True;1;10;13;2.526389392;232;39;185.3076923;125;102.5889468;141;23;1.002772462;27;neutron;-38.3155
1439909864;False;False;2;3;6;2.311877023;68;2;7.5;177;1.119353781;12;1981.5;0.191482572;1854;neutron;
1410527550;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1402667022;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1470709233;False;False;1;2;2;0.491237342;54;2;0;1;0;0;0.5;0;1;neutron;
1497204927;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1410623066;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1448057159;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1473767643;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1500163925;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1380463909;True;True;1;1;1;0;11;0;203;75;71.88984954;4;1006;1.01391017;4;neutron;229.692
1444923479;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1357231976;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1382184363;True;True;1;2;2;0.23181305;51;2;307;95;26.88472222;9;181.5;1.0387198;52;neutron;307.8821
1502810283;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1468025296;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1435764750;False;True;1;4;7;2.220293077;297;25;20.71428571;185;2.912833995;12;3;0.599453736;6;neutron;471.3084
1311658044;False;True;3;5;5;1.907874923;48;6;311.6;7;14.10102546;52;19;1.018133925;7;neutron;107.0624
1438635422;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1311663747;True;True;1;2;2;0.225363639;35;20;252.5;7;0.403524306;14;22.5;9.194501914;11;neutron;106.9964
1372853512;False;False;1;20;20;4.321922187;3878;3923;8478.85;47;0.999953704;880;888.5;1.179895311;898;neutron;
1400769587;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1406312878;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1357994552;False;False;1;3;3;1.358157515;24;4;230.6666667;46;42.95595679;36;44;1.013134095;42;neutron;
1474484918;False;False;1;1;1;0;3;3;51;229;11.80576389;177;2181;1.084704388;154;neutron;
1441802099;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1412787409;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1482489401;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1485133481;False;False;1;3;3;1.139796422;262;4;0.666666667;99;-93.02380015;23;528;0.994459392;510;neutron;
1467762067;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1424936610;False;False;1;1;1;0;0;7;368;162;48.63758102;39;1;1.020560233;1;neutron;
1482142686;False;False;1;2;2;0.327444919;48;2;17.5;4;16.71829861;10;1.5;1.044861024;1;neutron;
1418709663;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1423608140;False;False;1;4;4;1.833927218;13;0;1752;167;-23.25880498;267;6.5;0.972048139;8;neutron;
1339102567;True;True;1;4;6;2.255083908;247;142;214;26;11.09548997;16;5.5;1.151876759;6;neutron;8.353
1402898938;False;False;1;13;15;1.673850465;1898;1688;2274.533333;113;6.866628858;329;588;1.031939936;588;neutron;
1450890975;True;False;2;5;5;1.728675457;101;5;551.2;199;90.16275926;226;398;1.004040213;383;neutron;
1426354645;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1416436210;False;True;2;7;7;2.734512382;9;10;245.1428571;148;83.71008598;89;1802;1.018351155;33;neutron;75.1449
1473229572;False;True;1;1;1;0;1;1;187;240;8.796215278;8;1878;1.113685258;852;neutron;328.2143
1389905278;True;True;1;1;1;0;1;1;230;75;127.1554282;27;25;1.007864391;0;neutron;322.8537
1513282448;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1461000212;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1377303458;False;True;2;5;12;2.256053643;1705;1331;185.3333333;82;19.80421682;9;5.5;0.936895172;10;neutron;16.7411
1375313366;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1445580717;False;False;1;12;17;2.84579067;346;592;2453.176471;113;4.997766204;2187;1805;1.04048341;1725;neutron;
1425521243;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1427727802;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1437689675;True;True;2;13;16;3.370663285;285;27;639.75;206;-68.6439634;542;526.5;0.998422218;481;neutron;196.7994
1460113897;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1392433768;False;False;2;3;4;0.803236055;13;69;44.75;103;53.03430556;36;1.5;0.755633406;2;neutron;
1402627440;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1403512235;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1472517536;False;False;1;1;1;0;11;10;332;241;29.98429398;19;275;1.033350794;231;neutron;
1362610932;False;True;1;2;2;0.650022422;2;16;934;59;6.827627315;71;201.5;1.270622766;189;neutron;687.2692
1484373485;False;False;1;2;2;0.99107606;3;6;37;20;24.37608796;8;6.5;1.030767857;7;neutron;
1479260056;True;False;1;3;3;1.307898159;57;6;1;4;9.615964506;6;37;0.835499347;36;neutron;
1379434541;True;True;1;4;5;1.876653197;76;9;193.6;95;67.17984954;16;2;0.803046757;4;neutron;208.9534
1415399189;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1391926005;False;True;3;9;13;2.449951563;237;11;118.3846154;109;20.08578793;87;73;1.005761997;1;neutron;195.1316
1479463478;False;True;1;4;5;1.242159352;70;41;-11.4;48;22.83781481;43;131;1.060412511;126;neutron;311.3095
1496997137;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1440923581;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1427925243;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1460386287;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1397512525;False;True;1;5;7;1.549957186;1234;40;713.2857143;123;-70.37707341;220;33;0.99376012;34;neutron;107.8256
1370607073;False;False;1;17;17;4.0874384;2320;2146;8434.294118;47;1.99943287;441;448;1.101192004;456;neutron;
1493830496;True;False;1;1;1;0;0;8;-17;94;15.35653935;11;25;1.065118838;23;neutron;
1478240013;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1486950175;False;False;1;2;2;0.969712352;0;191;31;56;38.53289352;11;43.5;1.148112913;40;neutron;
1506114381;False;False;1;1;1;0;4;4;27;109;78.98263889;1;415;1.01266101;11;neutron;
1438755130;False;False;1;1;1;0;12;0;402;186;1.112222222;12;302;1.899100899;5;neutron;
1444377430;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1360271086;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1471879513;True;False;1;2;2;0.753837177;132;25;10;84;-149.1996181;7;0.5;0.498324392;1;neutron;
1439189332;True;True;1;2;2;0.950956048;27;0;1976;187;3.770243056;37;9.5;1.176849502;10;neutron;53.3997
1422317661;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1485298987;False;False;1;1;1;0;31;10;135;64;-112.5827894;4;44;0.991117648;30;neutron;
1409140759;True;False;1;1;2;0.99107606;6;3;175.5;121;69.23128472;11;0.5;0.503611084;1;neutron;
1452112839;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1497465316;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1448395403;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1407235234;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1377066109;False;False;1;40;40;5.321926955;5121;4801;9910.5;75;1.002581019;1300;2198.5;1.106688212;1319;neutron;
1448486272;True;False;1;2;2;1;2;2;605.5;196;11.37077546;42;556.5;1.043955033;514;neutron;
1388474560;False;True;1;1;1;0;6;7;887;95;110.3322569;9;0;0;0;neutron;169.4864
1408305043;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1486693884;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1486024652;False;False;1;1;1;0;11;2;17;52;50.28265046;12;41;1.019887575;37;neutron;
1512102828;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1481905491;True;False;1;1;1;0;9;0;137;23;11.06017361;13;85;1.090414494;79;neutron;
1387493187;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1359418019;False;False;1;1;1;0;5724;0;0;46;5.333113426;1;0;0;0;neutron;
1339658354;True;False;1;1;1;0;0;31;209;28;35.59378472;22;58;1.028094793;56;neutron;
1444962417;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1374782119;False;False;1;40;40;5.321923493;6557;5723;8798.825;75;1.000069444;420;1318.5;1.106956148;439;neutron;
1376986266;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1398370822;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1429761125;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1425115104;True;False;1;1;1;0;29;23;328;163;24.99650463;1;1197;1.040005593;9;neutron;
1378730764;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1338818696;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1452839862;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1364931774;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1401867704;False;False;1;3;3;1.299470571;16;9;172.6666667;116;44.83176698;16;1;0.671921533;2;neutron;
1358312299;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1431601716;False;False;1;2;2;0.205592508;14;17;844.5;178;-1.50509838;209;15.5;0.751711906;15;neutron;
1467139771;False;False;1;1;1;0;0;3;95;230;0.010393519;6;180;97.21380846;143;neutron;
1457858272;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1473976936;False;False;2;3;4;1.679822907;11;8;220.5;248;94.72365451;54;630.5;1.004105052;571;neutron;
1497971556;False;False;1;1;1;0;2;2;5;95;39.75865741;3;5;1.025151755;5;neutron;
1444681932;True;False;1;1;1;0;1;1;93;179;124.2558796;6;400;1.008047909;356;neutron;
1495695416;False;True;1;6;9;2.708472773;141;53;32.11111111;96;62.82951903;54;53;1.005652807;51;neutron;173.5692
1454974505;True;True;1;2;2;0.430551867;33;1;934.5;205;0.776446759;92;0.5;0.821979578;1;neutron;240.8932
1435295656;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1393455616;False;True;2;6;8;1.509204085;374;199;620;122;-81.18070747;207;21.5;0.996414946;24;neutron;120.4712
1392077030;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1393544514;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1469089794;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1421926797;False;True;2;7;11;2.0773027;836;17;210.3636364;171;-12.58569234;141;293;0.9720402;281;neutron;61.6505
1465347948;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1501203171;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1491833391;False;False;1;2;2;0.485460761;18;1;7.5;89;124.0835532;7;93.5;1.004885191;92;neutron;
1506391373;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1483964782;True;False;1;1;1;0;1;0;7;16;3.817905093;4;18;1.261923745;18;neutron;
1434439302;False;False;1;1;1;0;1;1;210;180;0.712858796;118;1679;2.402802357;58;neutron;
1394243182;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1489740032;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1492590891;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1490826116;True;False;1;1;1;0;1;10;3;77;165.7701505;8;17;1.006032449;16;neutron;
