;date;y;rec_0;rec_1;gmean;perf_avail
0;2007-03-19 10:54:57;False;0.0;0;0.0;True
1;2007-03-19 11:00:33;False;0.0;0;0.0;True
2;2007-03-19 12:22:20;True;0.0;0.0;0.0;True
3;2007-03-19 13:18:37;True;0.0;0.0;0.0;True
4;2007-03-19 13:20:25;False;0.0;0.0;0.0;True
5;2007-03-19 13:38:18;False;0.25037531265626556;0.0;0.0;True
6;2007-03-19 14:29:11;False;0.4006003999997198;0.0;0.0;True
7;2007-03-19 15:04:13;True;0.4006003999997198;0.0;0.0;True
8;2007-03-19 15:35:28;False;0.3336665549994815;0.0;0.0;True
9;2007-03-19 16:13:48;True;0.3336665549994815;0.25037531265626556;0.2890361016048587;True
10;2007-03-19 16:30:21;False;0.42914299957100027;0.25037531265626556;0.3277908062954738;True
11;2007-03-19 18:26:09;False;0.37531209279661853;0.25037531265626556;0.3065434432142216;True
12;2007-03-19 19:21:16;False;0.4449999622961991;0.25037531265626556;0.3337918583368043;True
13;2007-03-19 19:25:56;False;0.40029934877551093;0.25037531265626556;0.31658344019510565;True
14;2007-03-19 19:26:26;False;0.4550907264550942;0.25037531265626556;0.33755515537932645;True
15;2007-03-19 19:40:01;False;0.4169574638454815;0.25037531265626556;0.32310347471773804;True
16;2007-03-19 19:47:04;False;0.46207661446300535;0.25037531265626556;0.3401361151323447;True
17;2007-03-19 19:51:00;True;0.46207661446300535;0.2001999997997599;0.30415084764466366;True
18;2007-03-19 22:22:46;False;0.4288560698248492;0.2001999997997599;0.29301362612182497;True
19;2007-03-19 23:13:35;True;0.4288560698248492;0.16674981913180692;0.26741666379803475;True
20;2007-03-19 23:19:06;False;0.46719957678043295;0.16674981913180692;0.2791154688056431;True
21;2007-03-20 00:22:28;False;0.4377799826228072;0.16674981913180692;0.27018462747143607;True
22;2007-03-20 01:15:57;True;0.4377799826228072;0.28614314285700004;0.35393182974631276;True
23;2007-03-20 02:00:05;True;0.4377799826228072;0.250249874499688;0.330990008474324;True
24;2007-03-20 02:03:18;False;0.411821586481079;0.250249874499688;0.321026946428415;True
25;2007-03-20 02:12:45;False;0.44477679590726954;0.250249874499688;0.33362454549413406;True
26;2007-03-20 04:01:39;True;0.44477679590726954;0.33388922192529646;0.38536499363058996;True
27;2007-03-20 05:44:24;True;0.44477679590726954;0.4008005993983199;0.42221653970219813;True
28;2007-03-20 05:44:49;False;0.47426294737352986;0.4008005993983199;0.43598724015700807;True
29;2007-03-20 07:53:04;False;0.4503237362534842;0.4008005993983199;0.42484117433893737;True
30;2007-03-20 08:28:24;False;0.47676150725899585;0.4008005993983199;0.4371341874979032;True
31;2007-03-20 09:11:47;True;0.47676150725899585;0.4555461805423643;0.4660331357977201;True
32;2007-03-20 10:11:50;False;0.5007957603331242;0.4555461805423643;0.47763542147914867;True
33;2007-03-20 12:39:34;True;0.5007957603331242;0.5011674144398505;0.5009815529224514;True
34;2007-03-20 12:40:49;False;0.47878156209224737;0.5011674144398505;0.4898466265630951;True
35;2007-03-20 14:21:58;True;0.47878156209224737;0.5397699196863158;0.5083619628943743;True
36;2007-03-20 15:17:02;False;0.5007497886442959;0.5397699196863158;0.5198939057148787;True
37;2007-03-20 16:13:51;True;0.5007497886442959;0.5728577095643015;0.5355916140004242;True
38;2007-03-20 16:14:31;False;0.5209604761491305;0.5728577095643015;0.5462931677591427;True
39;2007-03-20 18:01:41;True;0.5209604761491305;0.534399148751964;0.5276370295833237;True
40;2007-03-20 18:08:45;True;0.5209604761491305;0.5637180710368609;0.541917737946667;True
41;2007-03-20 18:47:34;True;0.5209604761491305;0.5895876392927039;0.5542128267169291;True
42;2007-03-20 18:48:59;False;0.5006719453622679;0.5895876392927039;0.5433138966805701;True
43;2007-03-20 19:01:21;False;0.5194071167216735;0.5895876392927039;0.5533859555317259;True
44;2007-03-20 19:31:47;True;0.5194071167216735;0.6125827458578841;0.5640743193759926;True
45;2007-03-20 19:52:38;False;0.5006052231279352;0.6125827458578841;0.5537708209850979;True
46;2007-03-20 20:42:17;False;0.4831000936224963;0.6125827458578841;0.5440025568648272;True
47;2007-03-20 20:43:49;False;0.466762051796076;0.6125827458578841;0.5347245827073037;True
48;2007-03-20 21:13:43;False;0.48422267105806344;0.6125827458578841;0.5446342382217514;True
49;2007-03-21 09:56:11;True;0.48422267105806344;0.5800504102191045;0.5299750550588397;True
50;2007-03-21 12:33:32;True;0.48422267105806344;0.6012480642741311;0.5395720004330377;True
51;2007-03-21 14:37:11;True;0.48422267105806344;0.6204268301405549;0.5481101503226764;True
52;2007-03-21 15:26:12;True;0.48422267105806344;0.637862010753436;0.5557582627487386;True
53;2007-03-21 15:30:58;False;0.46885487660838554;0.637862010753436;0.5468680959289716;True
54;2007-03-21 15:39:39;False;0.45441854071025;0.637862010753436;0.5383830644634748;True
55;2007-03-21 16:29:40;True;0.45441854071025;0.6537810302765312;0.5450598331580718;True
56;2007-03-21 16:38:24;False;0.4707313669115149;0.6537810302765312;0.5547569179765945;True
57;2007-03-21 17:45:38;False;0.48611194437315913;0.6537810302765312;0.5637470778833464;True
58;2007-03-21 17:53:47;True;0.48611194437315913;0.6262255780055039;0.5517388271097666;True
59;2007-03-21 17:59:12;False;0.5006379604907368;0.6262255780055039;0.559921687541935;True
60;2007-03-21 19:19:01;False;0.5143787040224614;0.6262255780055039;0.567553610895207;True
61;2007-03-21 20:04:20;False;0.5273961701730664;0.6262255780055039;0.5746903266147061;True
